name,has_yaml,copies,description,kept_source_path,other_copy_paths
arize-observability,yes,1,"Arize AI skill for production ML monitoring, embedding drift, and performance analysis.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\data-science-ml\skills\arize-observability\SKILL.md,
arm-cortex-m,yes,1,Deep expertise in ARM Cortex-M architecture and peripherals,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\embedded-systems\skills\arm-cortex-m\SKILL.md,
arts-advocacy-communication,yes,1,"Craft persuasive advocacy messages, coordinate coalition building, and engage with policymakers to advance arts funding and cultural policy priorities",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\arts-culture\skills\arts-advocacy-communication\SKILL.md,
arxiv-search-interface,yes,1,Search and analyze mathematical literature on arXiv,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mathematics\skills\arxiv-search-interface\SKILL.md,
aspen-plus-simulator,yes,1,"Aspen Plus integration skill for steady-state process simulation, thermodynamic modeling, and equipment rating",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\chemical-engineering\skills\aspen-plus-simulator\SKILL.md,
aspnet-core,yes,1,"Build, review, refactor, or architect ASP.NET Core web applications using current official guidance for .NET web development. Use when working on Blazor Web Apps, Razor Pages, MVC, Minimal APIs, controller-based Web APIs, SignalR, gRPC, middleware, dependency injection, configuration, authentication, authorization, testing, performance, deployment, or ASP.NET Core upgrades.",C:\Users\Treml\.codex\vendor_imports\skills\skills\.curated\aspnet-core\SKILL.md,
assessment-item-development,yes,1,"Create valid, reliable assessment items across formats (multiple choice, constructed response, performance tasks) following psychometric best practices",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\education\skills\assessment-item-development\SKILL.md,
asset-optimization,yes,1,Asset optimization skill for mesh and texture budgets.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\asset-optimization\SKILL.md,
assimilate,yes,7,"Assimilate an external methodology, harness, or specification into babysitter process definitions with skills and agents.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-pi\skills\assimilate\SKILL.md,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-omp\skills\assimilate\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-codex\skills\assimilate\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-cursor\skills\assimilate\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-github\skills\assimilate\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-opencode\skills\assimilate\SKILL.md; (+1 more)
assimilate,yes,2,"Assimilate an external methodology, harness, or specification into babysitter process definitions with skills and agents.",C:\Users\Treml\.codex\skills\assimilate\SKILL.md,C:\Users\Treml\.codex\plugins\cache\local-plugins\babysitter\5.0.0\skills\assimilate\SKILL.md
AST Manipulation,yes,1,"Expert skill for abstract syntax tree design, traversal, transformation, and manipulation patterns",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\programming-languages\skills\ast-manipulation\SKILL.md,
astar,yes,1,A* pathfinding skill for heuristics and optimization.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\astar\SKILL.md,
asymptotic-notation-calculator,yes,1,"Automated derivation and simplification of Big-O, Big-Omega, and Big-Theta expressions for algorithm analysis",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\computer-science\skills\asymptotic-notation-calculator\SKILL.md,
asyncapi-docs,yes,1,"AsyncAPI specification handling for event-driven API documentation. Parse, validate, and generate documentation for message-based APIs including Kafka, MQTT, WebSocket, and AMQP systems.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\technical-documentation\skills\asyncapi-docs\SKILL.md,
atcoder-client,yes,1,Interface with AtCoder for Japanese competitive programming contests,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\algorithms-optimization\skills\atcoder-client\SKILL.md,
ats-integration,yes,1,Integration with Applicant Tracking Systems and automated recruitment workflow management,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\human-resources\skills\ats-integration\SKILL.md,
attack-path-analysis,yes,1,"Use when Codex is already in the attack-path-analysis phase of a security scan or the user explicitly asks to trace a security finding from source to sink and calibrate severity. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans.",C:\Users\Treml\.codex\.tmp\plugins\plugins\codex-security\skills\attack-path-analysis\SKILL.md,
audience-analytics,yes,1,"Analyze visitor data, attendance patterns, and engagement metrics to inform programming decisions and measure organizational impact",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\arts-culture\skills\audience-analytics\SKILL.md,
audio-dsp,yes,1,Audio DSP skill for filters and real-time processing.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\audio-dsp\SKILL.md,
audit-sampling-calculator,yes,1,Statistical and non-statistical audit sampling skill with sample size determination and evaluation,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\finance-accounting\skills\audit-sampling-calculator\SKILL.md,
audit-trail,no,1,,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\ccpm\skills\audit-trail\SKILL.md,
audit-trail-verifier,yes,1,"Verifies financial data against source documents, bank statements, contracts",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\audit-trail-verifier\SKILL.md,
audit-workpaper-generator,yes,1,Automated audit workpaper preparation skill with PBC list management,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\finance-accounting\skills\audit-workpaper-generator\SKILL.md,
auth,yes,1,"Authentication integration guidance — Clerk (native Vercel Marketplace), Descope, and Auth0 setup for Next.js applications. Covers middleware auth patterns, sign-in/sign-up flows, and Marketplace provisioning. Use when implementing user authentication.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\auth\SKILL.md,
auth,yes,1,"Authentication integration guidance — Clerk (native Vercel Marketplace), Descope, and Auth0 setup for Next.js applications. Covers middleware auth patterns, sign-in/sign-up flows, and Marketplace provisioning. Use when implementing user authentication.",C:\Users\Treml\.codex\.tmp\plugins\plugins\vercel\skills\auth\SKILL.md,
authentication-migrator,yes,1,"Migrate authentication systems with credential migration, OAuth2/OIDC setup, and identity provider integration",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\code-migration-modernization\skills\authentication-migrator\SKILL.md,
autocomplete-engine,yes,1,Search autocomplete and type-ahead suggestion optimization for knowledge bases,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\knowledge-management\skills\autocomplete-engine\SKILL.md,
autodock-docking-engine,yes,1,AutoDock molecular docking skill for small molecule binding prediction and virtual screening,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\bioinformatics\skills\autodock-docking-engine\SKILL.md,
autogen-setup,yes,1,Microsoft AutoGen multi-agent configuration for conversational AI systems,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ai-agents-conversational\skills\autogen-setup\SKILL.md,
automotive-cybersecurity,yes,1,Vehicle cybersecurity engineering per ISO/SAE 21434,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\automotive-engineering\skills\automotive-cybersecurity\SKILL.md,
automotive-ethernet,yes,1,Automotive Ethernet implementation and validation expertise,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\automotive-engineering\skills\automotive-ethernet\SKILL.md,
autosar-config,yes,1,AUTOSAR Classic and Adaptive Platform configuration and implementation expertise,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\automotive-engineering\skills\autosar-config\SKILL.md,
avalonia-ui-setup,yes,1,"Set up Avalonia UI project with cross-platform XAML for Windows, macOS, and Linux",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\desktop-development\skills\avalonia-ui-setup\SKILL.md,
avionics-integration,yes,1,Skill for avionics architecture design and system integration,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\aerospace-engineering\skills\avionics-integration\SKILL.md,
aws-amplify,yes,1,"AWS Amplify deployment, hosting, and backend resources.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\web-development\skills\aws-amplify\SKILL.md,
aws-cloud,yes,1,AWS-specific infrastructure and services expertise for cloud operations and architecture,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\devops-sre-platform\skills\aws-cloud\SKILL.md,
aws-security-scanner,yes,1,"AWS security configuration scanning and hardening using Prowler, Security Hub, and AWS Config",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-compliance\skills\aws-security-scanner\SKILL.md,
axe-accessibility,yes,1,"Deep integration with axe-core for automated accessibility testing. Execute accessibility scans, interpret WCAG violations, generate compliance reports, and integrate with Playwright/Cypress for comprehensive a11y testing.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\qa-testing-automation\skills\axe-accessibility\SKILL.md,
axe-accessibility,yes,1,"Automated accessibility testing using axe-core API for WCAG compliance validation. Run accessibility scans, generate violation reports, suggest code fixes, and track accessibility debt.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ux-ui-design\skills\axe-accessibility\SKILL.md,
axi-protocol,yes,1,Expert skill for AMBA AXI protocol implementation and verification in FPGA designs,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\fpga-programming\skills\axi-protocol\SKILL.md,
azure-cloud,yes,1,Azure-specific infrastructure and services expertise for cloud operations and architecture,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\devops-sre-platform\skills\azure-cloud\SKILL.md,
azure-security-scanner,yes,1,"Azure security configuration scanning and hardening using Azure Security Center, Azure Policy, and ScoutSuite",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-compliance\skills\azure-security-scanner\SKILL.md,
babysit,yes,2,">- Orchestrate via @babysitter. Use this skill when asked to babysit a run, orchestrate a process or whenever it is called explicitly. (babysit, babysitter, orchestrate, orchestrate a run, workflow, etc.)",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-codex\skills\babysit\SKILL.md,C:\Users\Treml\.codex\plugins\cache\babysitter-local\babysitter\0.1.5\skills\babysit\SKILL.md
